oem,model,launch_announced,launch_status,body_dimensions,body_weight,body_sim,display_type,display_size,display_resolution,features_sensors,platform_os
HTC,Desire 20 Pro,2020,2020,null,201,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.5 inches  103.7 cm (~83.1% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~396 ppi density),Fingerprint (rear-mounted)  accelerometer  gyro  proximity  compass,Android 10
HTC,Wildfire R70,2020,2020,null,186,Hybrid Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.53 inches  104.7 cm (~82.4% screen-to-body ratio),720 x 1560 pixels  19.5:9 ratio (~263 ppi density),Fingerprint (rear-mounted)  accelerometer  proximity,Android 9 (Pie)
HTC,Desire 19s,2019,2019,null,170,Hybrid Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.2 inches  95.9 cm (~82.1% screen-to-body ratio),720 x 1520 pixels  19:9 ratio (~271 ppi density),Fingerprint (rear-mounted)  accelerometer  proximity  compass,Android 9 (Pie)
HTC,Exodus 1s,2019,2019,null,150,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.7 inches  83.8 cm (~74.8% screen-to-body ratio),720 x 1440 pixels  18:9 ratio (~282 ppi density),Fingerprint (rear-mounted)  accelerometer  proximity  compass,Android 8.1 (Oreo)
HTC,Wildfire X,2019,2019,null,160,Hybrid Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.2 inches  95.9 cm (~81.7% screen-to-body ratio),720 x 1520 pixels  19:9 ratio (~271 ppi density),Fingerprint (rear-mounted)  accelerometer  gyro  proximity,Android 9 (Pie)
HTC,U19e,2019,2019,null,180,Hybrid Dual SIM (Nano-SIM  dual stand-by),OLED capacitive touchscreen  16M colors,6.0 inches  92.9 cm (~78.2% screen-to-body ratio),1080 x 2160 pixels  18:9 ratio (~402 ppi density),Iris scanner  fingerprint (rear-mounted)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  HTC Sense
HTC,Desire 19+,2019,2019,null,170,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.2 inches  95.9 cm (~82.1% screen-to-body ratio),720 x 1520 pixels  19:9 ratio (~271 ppi density),Fingerprint (rear-mounted)  accelerometer  proximity  compass,Android 9 (Pie)
HTC,Schubert,null,Discontinued,null,null,Mini-SIM,TFT capacitive touchscreen  16M colors,null,null,Accelerometer  proximity,Microsoft Windows Phone 7
Huawei,Enjoy 20 Pro,2020,2020,null,192,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.5 inches  102.0 cm (~84.7% screen-to-body ratio),1080 x 2400 pixels  20:9 ratio (~405 ppi density),Fingerprint (side-mounted)  accelerometer  gyro  proximity  compass,Android 10  EMUI 10.1  no Google Play Services
Huawei,Enjoy Z 5G,2020,2020,null,182,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.5 inches  102.0 cm (~84.7% screen-to-body ratio),1080 x 2400 pixels  20:9 ratio (~405 ppi density),Fingerprint (side-mounted)  accelerometer  gyro  proximity  compass,Android 10  EMUI 10.1  no Google Play Services
Huawei,P Smart S,2020,2020,null,163,Hybrid Dual SIM (Nano-SIM  dual stand-by),OLED capacitive touchscreen  16M colors,6.3 inches  95.8 cm (~83.2% screen-to-body ratio),1080 x 2400 pixels  20:9 ratio (~418 ppi density),Fingerprint (under display  optical)  accelerometer  proximity  compass,Android 10  EMUI 10.1  no Google Play Services
Huawei,Y8p,2020,2020,null,163,Hybrid Dual SIM (Nano-SIM  dual stand-by),OLED capacitive touchscreen  16M colors,6.3 inches  95.8 cm (~83.2% screen-to-body ratio),1080 x 2400 pixels  20:9 ratio (~418 ppi density),Fingerprint (under display  optical)  accelerometer  proximity  compass,Android 10  EMUI 10.1  no Google Play Services
Huawei,P40 lite 5G,2020,2020,null,189,Dual SIM (Nano-SIM  dual stand-by),LTPS IPS LCD capacitive touchscreen  16M colors,6.5 inches  102.0 cm (~83.8% screen-to-body ratio),1080 x 2400 pixels  20:9 ratio (~405 ppi density),Fingerprint (side-mounted)  accelerometer  gyro  proximity  compass,Android 10  EMUI 10.1  no Google Play Services
Huawei,P30 Pro New Edition,2020,2020,null,192,Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM  dual stand-by),OLED capacitive touchscreen  16M colors,6.47 inches  102.8 cm (~88.6% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~398 ppi density),Fingerprint (under display  optical)  accelerometer  gyro  proximity  compass  color spectrum,Android 10  EMUI 10.1  Google Play Services
Huawei,MatePad T8,2020,2020,null,310,Nano-SIM,IPS LCD capacitive touchscreen  16M colors,8.0 inches  185.6 cm (~76.7% screen-to-body ratio),800 x 1280 pixels  16:10 ratio (~189 ppi density),Accelerometer,Android 10  EMUI 10  no Google Play Services
Huawei,Y8s,2020,2020,null,180,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.5 inches  103.7 cm (~82.8% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~396 ppi density),Fingerprint (rear-mounted)  accelerometer  proximity  compass,Android 9.0 (Pie)  EMUI 9.1  Google Play Services
Huawei,Y6p,2020,2020,null,185,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.3 inches  95.8 cm (~81.3% screen-to-body ratio),720 x 1600 pixels  20:9 ratio (~278 ppi density),Fingerprint (rear-mounted)  accelerometer  proximity,Android 10  EMUI 10.1  no Google Play Services
Huawei,Y5p,2020,2020,null,144,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.45 inches  76.7 cm (~73.8% screen-to-body ratio),720 x 1440 pixels  18:9 ratio (~295 ppi density),Accelerometer  proximity,Android 10  EMUI 10.1  no Google Play Services
Huawei,P smart 2020,2020,2020,null,160,Hybrid Dual SIM (Nano-SIM  dual stand-by),LTPS IPS LCD capacitive touchscreen  16M colors,6.21 inches  94.7 cm (~83.1% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~415 ppi density),Fingerprint (rear-mounted)  accelerometer  proximity  compass,Android 9.0 (Pie)  EMUI 9.1  Google Play Services
Huawei,nova 7 Pro 5G,2020,2020,null,178,Dual SIM (Nano-SIM  dual stand-by),OLED capacitive touchscreen  16M colors,6.57 inches  106.0 cm (~89.6% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~392 ppi density),Fingerprint (under display  optical)  accelerometer  gyro  proximity  compass,Android 10  EMUI 10  no Google Play Services
Huawei,nova 7 5G,2020,2020,null,180,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM  dual stand-by),OLED capacitive touchscreen  16M colors,6.53 inches  102.9 cm (~86.3% screen-to-body ratio),1080 x 2400 pixels  20:9 ratio (~403 ppi density),Fingerprint (under display  optical)  accelerometer  gyro  proximity  compass,Android 10  EMUI 10.1  no Google Play Services
Huawei,nova 7 SE,2020,2020,null,189,Dual SIM (Nano-SIM  dual stand-by),LTPS IPS LCD capacitive touchscreen  16M colors,6.5 inches  102.0 cm (~83.8% screen-to-body ratio),1080 x 2400 pixels  20:9 ratio (~405 ppi density),Fingerprint (side-mounted)  accelerometer  gyro  proximity  compass,Android 10  EMUI 10.1  no Google Play Services
Huawei,MatePad,2020,2020,null,450,Nano-SIM,IPS LCD capacitive touchscreen  16M colors,10.4 inches  307.9 cm (~81.0% screen-to-body ratio),1200 x 2000 pixels  5:3 ratio (~224 ppi density),Accelerometer  gyro  proximity  compass,Android 10  EMUI 10  no Google Play Services
Huawei,Watch GT 2e,2020,2020,null,43,null,AMOLED capacitive touchscreen  16M colors,1.39 inches  12.5 cm (~50.5% screen-to-body ratio),454 x 454 pixels  1:1 ratio (~326 ppi density),Accelerometer  gyro  heart rate  barometer  compass  SpO2,Huawei wearable platform
Huawei,P40 Pro+,2020,2020,null,226,Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM  dual stand-by),OLED capacitive touchscreen  16M colors,6.58 inches  105.2 cm (~91.6% screen-to-body ratio),1200 x 2640 pixels (~441 ppi density),Infrared face recognition  fingerprint (under display  optical)  accelerometer  gyro  proximity  compass  color spectrum,Android 10  EMUI 10.1  no Google Play Services
Huawei,P40 Pro,2020,2020,null,209,Single SIM (Nano-SIM/eSIM) or Hybrid Dual SIM (Nano-SIM  dual stand-by),OLED capacitive touchscreen  16M colors,6.58 inches  105.2 cm (~91.6% screen-to-body ratio),1200 x 2640 pixels (~441 ppi density),Infrared face recognition  fingerprint (under display  optical)  accelerometer  gyro  proximity  compass  color spectrum,Android 10  EMUI 10.1  no Google Play Services
Huawei,P40,2020,2020,null,175,Single SIM (Nano-SIM/eSIM) or Hybrid Dual SIM (Nano-SIM  dual stand-by),OLED capacitive touchscreen  16M colors,6.1 inches  91.3 cm (~86.3% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~422 ppi density),Infrared face recognition  fingerprint (under display  optical)  accelerometer  gyro  proximity  compass  color spectrum,Android 10  EMUI 10.1  no Google Play Services
Huawei,P40 lite E,2020,2020,null,176,Hybrid Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.39 inches  100.2 cm (~82.4% screen-to-body ratio),720 x 1560 pixels  19.5:9 ratio (~269 ppi density),Fingerprint (rear-mounted)  accelerometer  proximity  compass,Android 9.0 (Pie)  EMUI 9  no Google Play Services
Huawei,P40 lite,2020,2020,null,183,Hybrid Dual SIM (Nano-SIM  dual stand-by),LTPS IPS LCD capacitive touchscreen  16M colors,6.4 inches  101.4 cm (~83.5% screen-to-body ratio),1080 x 2310 pixels (~398 ppi density),Fingerprint (side-mounted)  accelerometer  proximity  compass,Android 10  EMUI 10  no Google Play Services
Huawei,MatePad Pro 5G,2020,2020,null,460,Nano-SIM,IPS LCD capacitive touchscreen  16M colors,10.8 inches  338.2 cm (~86.5% screen-to-body ratio),2560 x 1600 pixels  16:10 ratio (~280 ppi density),Accelerometer  gyro  proximity  compass,Android 10  EMUI 10  no Google Play Services
Huawei,Mate Xs,2020,2020,null,300,Hybrid Dual SIM (Nano-SIM  dual stand-by),Foldable OLED capacitive touchscreen  16M colors,8.0 inches  205.0 cm (~86.9% screen-to-body ratio),2200 x 2480 pixels (~414 ppi density),Fingerprint (side-mounted)  accelerometer  gyro  proximity  compass  barometer,Android 10  EMUI 10  no Google Play Services
Huawei,P30 lite New Edition,2020,2020,null,9,Hybrid Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.15 inches  93.6 cm (~84.2% screen-to-body ratio),1080 x 2312 pixels (~415 ppi density),Fingerprint (rear-mounted)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  EMUI 9.1
Huawei,Y7p,2020,2020,null,176,Hybrid Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.39 inches  100.2 cm (~82.4% screen-to-body ratio),720 x 1560 pixels  19.5:9 ratio (~269 ppi density),Fingerprint (rear-mounted)  accelerometer  proximity  compass,Android 9.0 (Pie)  EMUI 9  no Google Play Services
Huawei,nova 7i,2020,2020,null,183,Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM  dual stand-by),LTPS IPS LCD capacitive touchscreen  16M colors,6.4 inches  101.4 cm (~83.5% screen-to-body ratio),1080 x 2310 pixels (~398 ppi density),Fingerprint (side-mounted)  accelerometer  proximity  compass,Android 10  EMUI 10  no Google Play Services
Huawei,Y6s (2019),2020,2020,null,150,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.09 inches  91.0 cm (~79.2% screen-to-body ratio),720 x 1560 pixels  19.5:9 ratio (~282 ppi density),Fingerprint (rear-mounted)  accelerometer  proximity,Android 9.0 (Pie)  EMUI 9.1
Huawei,P smart Pro 2019,2019,2019,null,206,Hybrid Dual SIM (Nano-SIM  dual stand-by),LTPS IPS LCD capacitive touchscreen  16M colors,6.59 inches  106.6 cm (~84.7% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~391 ppi density),Fingerprint (side-mounted)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  EMUI 9.1
Huawei,nova 6 5G,2019,2019,null,212,Dual SIM (Nano-SIM  dual stand-by),LTPS IPS LCD capacitive touchscreen  16M colors,6.57 inches  104.2 cm (~84.5% screen-to-body ratio),1080 x 2400 pixels  20:9 ratio (~401 ppi density),Fingerprint (side-mounted)  accelerometer  gyro  proximity  compass,Android 10  EMUI 10
Huawei,nova 6,2019,2019,null,197,Dual SIM (Nano-SIM  dual stand-by),LTPS IPS LCD capacitive touchscreen  16M colors,6.57 inches  104.2 cm (~84.7% screen-to-body ratio),1080 x 2400 pixels  20:9 ratio (~401 ppi density),Fingerprint (side-mounted)  accelerometer  gyro  proximity  compass,Android 10  EMUI 10  no Google Play Services
Huawei,nova 6 SE,2019,2019,null,183,Hybrid Dual SIM (Nano-SIM  dual stand-by),LTPS IPS LCD capacitive touchscreen  16M colors,6.4 inches  101.4 cm (~83.5% screen-to-body ratio),1080 x 2310 pixels (~398 ppi density),Fingerprint (side-mounted)  accelerometer  gyro  proximity  compass,Android 10  EMUI 10  no Google Play Services
Huawei,MatePad Pro,2019,2019,null,460,Nano-SIM,IPS LCD capacitive touchscreen  16M colors,10.8 inches  338.2 cm (~86.5% screen-to-body ratio),2560 x 1600 pixels  16:10 ratio (~280 ppi density),Accelerometer  gyro  proximity  compass,Android 10  EMUI 10  no Google Play Services
Huawei,Y9s,2019,2019,null,206,Hybrid Dual SIM (Nano-SIM  dual stand-by),LTPS IPS LCD capacitive touchscreen  16M colors,6.59 inches  106.6 cm (~84.7% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~391 ppi density),Fingerprint (side-mounted)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  EMUI 9.1
Huawei,nova 5z,2019,2019,null,178,Hybrid Dual SIM (Nano-SIM  dual stand-by),LTPS IPS LCD capacitive touchscreen  16M colors,6.26 inches  96.2 cm (~83.4% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~412 ppi density),Fingerprint (rear-mounted)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  EMUI 9.1
Huawei,Enjoy 10s,2019,2019,null,163,Hybrid Dual SIM (Nano-SIM  dual stand-by),OLED capacitive touchscreen  16M colors,6.3 inches  95.8 cm (~83.2% screen-to-body ratio),1080 x 2400 pixels  20:9 ratio (~418 ppi density),Fingerprint (under display  optical)  accelerometer  proximity  compass,Android 9.0 (Pie)  EMUI 9.1
Huawei,Enjoy 10,2019,2019,null,176,Hybrid Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.39 inches  100.2 cm (~82.4% screen-to-body ratio),720 x 1560 pixels  19.5:9 ratio (~269 ppi density),Accelerometer  proximity  compass,Android 9.0 (Pie)  EMUI 9.1
Huawei,Mate 30 RS Porsche Design,2019,2019,null,198,Hybrid Dual SIM (Nano-SIM  dual stand-by),OLED capacitive touchscreen  16M colors,6.53 inches  108.7 cm (~94.1% screen-to-body ratio),1176 x 2400 pixels  18.5:9 ratio (~409 ppi density),Face ID  fingerprint (under display  optical)  accelerometer  gyro  proximity  barometer  compass,Android 10  EMUI 10
Huawei,Mate 30 Pro 5G,2019,2019,null,198,Hybrid Dual SIM (Nano-SIM  dual stand-by),OLED capacitive touchscreen  16M colors,6.53 inches  108.7 cm (~94.1% screen-to-body ratio),1176 x 2400 pixels  18.5:9 ratio (~409 ppi density),Face ID  fingerprint (under display  optical)  accelerometer  gyro  proximity  barometer  compass,Android 10  EMUI 10
Huawei,Mate 30 Pro,2019,2019,null,198,Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM  dual stand-by),OLED capacitive touchscreen  16M colors,6.53 inches  108.7 cm (~94.1% screen-to-body ratio),1176 x 2400 pixels  18.5:9 ratio (~409 ppi density),Face ID  fingerprint (under display  optical)  accelerometer  gyro  proximity  barometer  compass,Android 10  EMUI 10
Huawei,Mate 30 5G,2019,2019,null,196,Hybrid Dual SIM (Nano-SIM  dual stand-by),OLED capacitive touchscreen  16M colors,6.62 inches  107.6 cm (~87.9% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~389 ppi density),Face ID  fingerprint (under display  optical)  accelerometer  gyro  proximity  barometer  compass,Android 10  EMUI 10
Huawei,Mate 30,2019,2019,null,196,Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM  dual stand-by),OLED capacitive touchscreen  16M colors,6.62 inches  107.6 cm (~87.9% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~389 ppi density),Face ID  fingerprint (under display  optical)  accelerometer  gyro  proximity  barometer  compass,Android 10  EMUI 10
Huawei,Watch GT 2,2019,2019,null,41,null,OLED capacitive touchscreen  16M colors,1.39 inches  12.5 cm (~59.4% screen-to-body ratio),454 x 454 pixels  1:1 ratio (~326 ppi density),Accelerometer  gyro  heart rate  barometer  compass,Huawei wearable platform
Huawei,nova 5i Pro,2019,2019,null,178,Hybrid Dual SIM (Nano-SIM  dual stand-by),LTPS IPS LCD capacitive touchscreen  16M colors,6.26 inches  96.2 cm (~83.4% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~412 ppi density),Fingerprint (rear-mounted)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  EMUI 9.1
Huawei,Enjoy 10 Plus,2019,2019,null,5,Hybrid Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.59 inches  106.6 cm (~84.3% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~391 ppi density),Fingerprint (rear-mounted)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  EMUI 9.1
Huawei,nova 5T,2019,2019,null,174,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.26 inches  96.2 cm (~84.2% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~412 ppi density),Fingerprint (side-mounted)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  upgradable to Android 10  EMUI 10
Huawei,MediaPad M6 10.8,2019,2019,null,498,Nano-SIM,IPS LCD capacitive touchscreen  16M colors,10.8 inches  338.2 cm (~77.4% screen-to-body ratio),2560 x 1600 pixels  16:10 ratio (~280 ppi density),Fingerprint (front-mounted)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  EMUI 9.1
Huawei,MediaPad M6 Turbo 8.4,2019,2019,null,340,Nano-SIM,IPS LCD capacitive touchscreen  16M colors,8.4 inches  204.6 cm (~79.2% screen-to-body ratio),2560 x 1600 pixels  16:10 ratio (~359 ppi density),Accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  EMUI 9.1
Huawei,MediaPad M6 8.4,2019,2019,null,320,Nano-SIM,IPS LCD capacitive touchscreen  16M colors,8.4 inches  204.6 cm (~79.2% screen-to-body ratio),2560 x 1600 pixels  16:10 ratio (~359 ppi density),Accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  EMUI 9.1
Huawei,nova 5 Pro,2019,2019,null,171,Hybrid Dual SIM (Nano-SIM  dual stand-by),OLED capacitive touchscreen  16M colors,6.39 inches  100.2 cm (~85.1% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~403 ppi density),Fingerprint (under display  optical)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  EMUI 9.1
Huawei,nova 5,2019,2019,null,171,Hybrid Dual SIM (Nano-SIM  dual stand-by),OLED capacitive touchscreen  16M colors,6.39 inches  100.2 cm (~85.1% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~403 ppi density),Fingerprint (under display  optical)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  EMUI 9.1
Huawei,nova 5i,2019,2019,null,178,Hybrid Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.4 inches  101.4 cm (~84.0% screen-to-body ratio),1080 x 2310 pixels (~398 ppi density),Fingerprint (rear-mounted)  accelerometer  proximity  compass,Android 9.0 (Pie)  EMUI 9.1
Huawei,Y9 Prime (2019),2019,2019,null,8,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM  dual stand-by),LTPS IPS LCD capacitive touchscreen  16M colors,6.59 inches  106.6 cm (~84.3% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~391 ppi density),Fingerprint (rear-mounted)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  upgradable to Android 10  Magic UI 2.1
Huawei,P20 lite (2019),2019,2019,null,178,Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM  dual stand-by),LTPS IPS LCD capacitive touchscreen  16M colors,6.4 inches  101.4 cm (~84.0% screen-to-body ratio),1080 x 2310 pixels (~398 ppi density),Fingerprint (rear-mounted)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  EMUI 9.1
Huawei,P Smart Z,2019,2019,null,8,Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM  dual stand-by),LTPS IPS LCD capacitive touchscreen  16M colors,6.59 inches  106.6 cm (~84.3% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~391 ppi density),Fingerprint (rear-mounted)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  EMUI 9
Huawei,Mate 20 X (5G),2019,2019,null,233,Hybrid Dual SIM (Nano-SIM  dual stand-by),OLED capacitive touchscreen  16M colors,7.2 inches  130.7 cm (~87.6% screen-to-body ratio),1080 x 2244 pixels  18.7:9 ratio (~346 ppi density),Fingerprint (rear-mounted)  accelerometer  gyro  proximity  barometer  compass,Android 9.0 (Pie)  EMUI 9.1
Huawei,Y5 (2019),2019,2019,null,146,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.71 inches  81.4 cm (~78.1% screen-to-body ratio),720 x 1520 pixels  19:9 ratio (~295 ppi density),Accelerometer  proximity,Android 9.0 (Pie)  EMUI 9.1
Huawei,Ascend Plus,2014,Discontinued,null,1,Mini-SIM,TFT capacitive touchscreen,4.0 inches,null,Accelerometer,Android 4.0 (Ice Cream Sandwich)
Huawei,MediaPad 7 Youth,2013,Discontinued,null,350,MIni-SIM,TFT capacitive touchscreen,7.0 inches  137.9 cm (~59.1% screen-to-body ratio),600 x 1024 pixels  16:9 ratio (~170 ppi density),Accelerometer,Android 4.1.2 (Jelly Bean)
Huawei,G7002,2010,Discontinued,null,95,Mini-SIM,TFT resistive touchscreen  65K colors,null,null,V1,null
i-mate,PDA2,2004,Discontinued,null,190,Mini-SIM,TFT resistive touchscreen  65K colors,3.5 inches  53 x 71 mm  37.9 cm (~42.3% screen-to-body ratio),240 x 320 pixels  3.5 inches  4:3 ratio (~114 ppi density),V1,Microsoft Windows Mobile 2003 SE PocketPC
i-mate,Smartphone2,2004,Discontinued,null,130,Mini-SIM,TFT  65K colors,2.2 inches  35 x 44 mm  15.2 cm (~25.3% screen-to-body ratio),176 x 220 pixels  2.2 inches (~128 ppi density),V1,Microsoft Smartphone 2003 OS
i-mate,Smartphone,2004,Discontinued,null,130,Mini-SIM,TFT  65K colors,2.2 inches  35 x 44 mm  15.2 cm (~25.4% screen-to-body ratio),176 x 220 pixels (~128 ppi density),V1,Microsoft Windows Mobile Smartphone
i-mobile,510,2006,Discontinued,null,75,Mini-SIM,TFT  256K colors,null,128 x 160 pixels,V1,null
i-mobile,315,2007,Discontinued,null,80,Mini-SIM,TFT  256K colors,1.5 inches  7.3 cm (~16.0% screen-to-body ratio),128 x 128 pixels  1:1 ratio (~121 ppi density),V1,null
Icemobile,Gravity 4.0,2014,Discontinued,null,316,Micro-SIM,IPS LCD capacitive touchscreen,4.02 inches  44.5 cm (~41.8% screen-to-body ratio),480 x 854 pixels  16:9 ratio (~244 ppi density),V1,Android 4.4.2 (KitKat)
Icemobile,Prime 5.5,2014,Discontinued,null,null,Dual SIM,IPS LCD capacitive touchscreen,5.46 inches  82.2 cm (~70.0% screen-to-body ratio),720 x 1280 pixels  16:9 ratio (~269 ppi density),V1,Android 4.4.2 (KitKat)
Icemobile,Prime 4.5,2014,Discontinued,null,null,Dual SIM,IPS LCD capacitive touchscreen,4.46 inches  54.8 cm (~61.3% screen-to-body ratio),540 x 960 pixels  16:9 ratio (~247 ppi density),V1,Android 4.2.2 (Jelly Bean)
Icemobile,Gravity Pro,2013,Discontinued,null,240,null,IPS LCD capacitive touchscreen,4.02 inches  44.5 cm (~41.7% screen-to-body ratio),480 x 854 pixels  16:9 ratio (~244 ppi density),V1,Android 4.0 (Ice Cream Sandwich)
Icemobile,Quattro,2012,Discontinued,null,null,Dual SIM (Mini-SIM),TFT,2.3 inches  16.4 cm (~29.2% screen-to-body ratio),320 x 240 pixels  4:3 ratio (~174 ppi density),V1,null
Infinix,Hot 9 Play,2020,2020,null,209,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.82 inches  110.5 cm (~82.4% screen-to-body ratio),720 x 1640 pixels (~263 ppi density),Fingerprint (rear-mounted)  accelerometer  gyro  proximity  compass,Android 9.0 Pie (Go edition) - 32/2GBAndroid 9.0 (Pie) - 32/3GB  64/3-4GB
Infinix,Note 7,2020,2020,null,206,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.95 inches  114.7 cm (~83.7% screen-to-body ratio),720 x 1640 pixels (~258 ppi density),Fingerprint (side-mounted)  accelerometer  proximity  compass,Android 10  XOS 6.0
Infinix,Note 7 Lite,2020,2020,null,185,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.6 inches  105.2 cm (~82.8% screen-to-body ratio),720 x 1600 pixels  20:9 ratio (~266 ppi density),Fingerprint (side-mounted)  accelerometer  proximity  compass,Android 10  XOS 6.0
Infinix,Hot 9 Pro,2020,2020,null,185,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.6 inches  105.2 cm (~83.0% screen-to-body ratio),720 x 1600 pixels  20:9 ratio (~266 ppi density),Fingerprint (rear-mounted)  accelerometer  gyro  proximity  compass,Android 10  XOS 6.0
Infinix,Hot 9,2020,2020,null,185,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.6 inches  105.2 cm (~82.8% screen-to-body ratio),720 x 1600 pixels  20:9 ratio (~266 ppi density),Fingerprint (rear-mounted)  accelerometer  gyro  proximity  compass,Android 10  XOS 6.0
Infinix,S5 Pro (16+32),2020,2020,null,195,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.53 inches  104.7 cm (~83.8% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~395 ppi density),Fingerprint (rear-mounted)  accelerometer  gyro  proximity  compass,Android 10
Infinix,S5 Pro (48+40),2020,2020,null,195,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.53 inches  104.7 cm (~83.8% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~395 ppi density),Fingerprint (rear-mounted)  accelerometer  gyro  proximity  compass,Android 10
Infinix,S5 lite,2019,2019,null,178,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.6 inches  105.2 cm (~84.4% screen-to-body ratio),720 x 1600 pixels  20:9 ratio (~266 ppi density),Fingerprint (rear-mounted)  accelerometer  proximity  compass,Android 9.0 (Pie)  XOS 5.5
